condition_id,Model,param,mcmc_status,T,theta,VARset,N_valid,mean_bias,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias
8,NC (Clayton copula),theta,Clean,100,2,A,200,-0.020543776699531724,-0.010271888349765862,0.945,0.3621200358506226,0.3732840751685009,0.3615368219191179,0.011747253249382972
8,NG (Gaussian copula),mu[1],Clean,100,2,A,200,0.00843253843258122,0.00843253843258122,0.93,0.11371224290358918,0.10169603548470246,0.11339914674171013,-0.011703111257007667
8,NG (Gaussian copula),mu[2],Clean,100,2,A,200,-0.0011688624202868534,-0.0011688624202868534,0.945,0.10815601269445523,0.10207522377430649,0.1081496964517497,-0.00607447267744321
8,NG (Gaussian copula),phi11,Clean,100,2,A,200,-0.034660003631983245,-0.08665000907995811,0.965,0.11315117009027248,0.12357676097690844,0.10771198373917677,0.015864777237731664
8,NG (Gaussian copula),phi12,Clean,100,2,A,200,-0.017477588899287074,-0.17477588899287072,0.965,0.11565389905859881,0.12363298271774549,0.11432566751925868,0.009307315198486807
8,NG (Gaussian copula),phi21,Clean,100,2,A,200,-0.009248897153882073,-0.09248897153882071,0.96,0.11465346047979276,0.12411226752021352,0.11427980530884847,0.00983246221136505
8,NG (Gaussian copula),phi22,Clean,100,2,A,200,-0.0405176396749937,-0.10129409918748425,0.96,0.12149557148122904,0.12349529473931017,0.11454036303730582,0.008954931702004357
8,NG (Gaussian copula),sigma[1],Clean,100,2,A,200,-0.005692758713225545,-0.005692758713225545,0.925,0.0707947491822481,0.07120193951929331,0.07056549447152208,6.364450477712308e-4
8,NG (Gaussian copula),sigma[2],Clean,100,2,A,200,-0.002795407089509171,-0.002795407089509171,0.925,0.07394264172095003,0.07135775755231022,0.07388978254046158,-0.00253202498815136
8,NG (Gaussian copula),rho,Clean,100,2,A,200,NA,NA,NA,NA,0.056822627182668284,0.06418477843450834,-0.00736215125184006
9,NC (Clayton copula),mu[1],Clean,200,2,A,200,0.006103424456709166,0.006103424456709166,0.92,0.0829047974247377,0.07059311320464265,0.0826798261121662,-0.012086712907523556
9,NC (Clayton copula),mu[2],Clean,200,2,A,200,0.007617117105927675,0.007617117105927675,0.92,0.07686773248634955,0.07072140253463918,0.07648939681150312,-0.005767994276863933
9,NC (Clayton copula),phi11,Clean,200,2,A,200,-0.019089268894249032,-0.04772317223562258,0.975,0.07714417072534617,0.07883202826878315,0.07474505261209208,0.004086975656691069
9,NC (Clayton copula),phi12,Clean,200,2,A,200,9.298878034650599e-4,0.009298878034650597,0.975,0.07353362667710081,0.0788099624642783,0.07352774687803373,0.00528221558624456
9,NC (Clayton copula),phi21,Clean,200,2,A,200,-0.007936325015080728,-0.07936325015080728,0.955,0.07847754069260059,0.07889300955081546,0.07807521462291209,8.177949279033758e-4
9,NC (Clayton copula),phi22,Clean,200,2,A,200,-0.014254969396339872,-0.035637423490849675,0.965,0.07498293138524977,0.0789613736933644,0.07361545929106526,0.005345914402299132
9,NC (Clayton copula),sigma[1],Clean,200,2,A,200,-0.002061096348007945,-0.002061096348007945,0.955,0.043529784460389936,0.04665517299407119,0.043480961546546244,0.003174211447524944
9,NC (Clayton copula),sigma[2],Clean,200,2,A,200,-0.0014757815352895638,-0.0014757815352895638,0.93,0.046960316491415605,0.04673326064433234,0.04693712170376469,-2.0386105943234756e-4
9,NC (Clayton copula),theta,Clean,200,2,A,200,-0.010814202983951063,-0.0054071014919755325,0.91,0.2930038347965967,0.26294777656134993,0.29280420116407696,-0.029856424602727027
9,NG (Gaussian copula),mu[1],Clean,200,2,A,200,0.003341358267801091,0.003341358267801091,0.91,0.08622765600092401,0.07141914859281881,0.08616289215398867,-0.014743743561169864
9,NG (Gaussian copula),mu[2],Clean,200,2,A,200,0.005862082696666214,0.005862082696666214,0.925,0.08049113399043566,0.07169800857616859,0.08027738559223084,-0.008579377016062248
9,NG (Gaussian copula),phi11,Clean,200,2,A,200,-0.023490084813103423,-0.05872521203275855,0.955,0.08481006444736357,0.08904024997752913,0.08149210358702964,0.0075481463904994855
9,NG (Gaussian copula),phi12,Clean,200,2,A,200,0.001807789514175916,0.018077895141759164,0.975,0.07801587189621831,0.0891623300263829,0.07799492396816335,0.011167406058219545
9,NG (Gaussian copula),phi21,Clean,200,2,A,200,-0.00683254608074342,-0.06832546080743421,0.925,0.08753846817195003,0.0894439159647956,0.08727141412825867,0.0021725018365369303
9,NG (Gaussian copula),phi22,Clean,200,2,A,200,-0.023625951933428646,-0.059064879833571615,0.975,0.08625897317233543,0.08937806392541295,0.08296038119479082,0.006417682730622126
9,NG (Gaussian copula),sigma[1],Clean,200,2,A,200,-0.0035654495927599753,-0.0035654495927599753,0.955,0.04430913892770709,0.05021259094771983,0.04416545439273025,0.006047136554989577
9,NG (Gaussian copula),sigma[2],Clean,200,2,A,200,-7.4040991546205e-4,-7.4040991546205e-4,0.955,0.05242298993958105,0.05035567242075135,0.052417760991504594,-0.002062088570753247
9,NG (Gaussian copula),rho,Clean,200,2,A,200,NA,NA,NA,NA,0.03910904793232737,0.04812183247039781,-0.009012784538070438
10,NC (Clayton copula),mu[1],Clean,50,4,A,200,0.03296524471477743,0.03296524471477743,0.92,0.16978156398875782,0.1408904633916892,0.1665505091897455,-0.025660045798056308
10,NC (Clayton copula),mu[2],Clean,50,4,A,200,0.03240874354654977,0.03240874354654977,0.905,0.17126215709041903,0.14058531119275575,0.1681677727538702,-0.027582461561114463
10,NC (Clayton copula),phi11,Clean,50,4,A,200,-0.05491476224018283,-0.13728690560045706,0.99,0.14501009974935436,0.17116171131102959,0.13420990245664396,0.03695180885438562
10,NC (Clayton copula),phi12,Clean,50,4,A,200,-0.022775463291168557,-0.22775463291168555,1,0.13762326838679048,0.17015344353922077,0.13572561391769497,0.034427829621525796
10,NC (Clayton copula),phi21,Clean,50,4,A,200,-0.017529056868871306,-0.17529056868871304,0.975,0.13995108872473083,0.17052931621061532,0.13884898055270464,0.031680335657910674
10,NC (Clayton copula),phi22,Clean,50,4,A,200,-0.06259619580570594,-0.15649048951426484,0.985,0.14971210068967808,0.17152887747472426,0.13599790205576714,0.03553097541895711
10,NC (Clayton copula),sigma[1],Clean,50,4,A,200,-0.010759709480206521,-0.010759709480206521,0.93,0.09388748152338872,0.09130395565759725,0.09326890070493063,-0.001964945047333383
10,NC (Clayton copula),sigma[2],Clean,50,4,A,200,-0.012523008579594569,-0.012523008579594569,0.955,0.09044731825154365,0.09111785805412331,0.08957617783211907,0.001541680222004238
10,NC (Clayton copula),theta,Clean,50,4,A,200,-0.2443992529261532,-0.0610998132315383,0.95,0.8340799120464882,0.8804421539640336,0.7974699397774287,0.08297221418660483
10,NG (Gaussian copula),mu[1],Clean,50,4,A,200,0.019706356745100347,0.019706356745100347,0.91,0.17708583559339985,0.14599096061024253,0.1759859445286682,-0.02999498391842567
10,NG (Gaussian copula),mu[2],Clean,50,4,A,200,0.018122920465822614,0.018122920465822614,0.905,0.17853123905845106,0.14624055330105407,0.1776090174330551,-0.031368464132001034
10,NG (Gaussian copula),phi11,Clean,50,4,A,200,-0.0738705673762426,-0.1846764184406065,0.99,0.1683307111662877,0.19087381144818896,0.15125596714596148,0.03961784430222748
10,NG (Gaussian copula),phi12,Clean,50,4,A,200,-0.019162919561608597,-0.19162919561608596,0.985,0.15085524001968392,0.1918662137633288,0.1496331713066049,0.04223304245672391
10,NG (Gaussian copula),phi21,Clean,50,4,A,200,-0.007259052626358388,-0.0725905262635839,0.97,0.158837461328935,0.19196744942236652,0.1586715011474609,0.03329594827490562
10,NG (Gaussian copula),phi22,Clean,50,4,A,200,-0.09191715616634949,-0.2297928904158737,0.98,0.16979834531609114,0.19147408649384828,0.14276804430394588,0.048706042189902404
10,NG (Gaussian copula),sigma[1],Clean,50,4,A,200,-0.008943435021771905,-0.008943435021771905,0.915,0.10522263901742537,0.10106239754665827,0.10484187489644942,-0.003779477349791144
10,NG (Gaussian copula),sigma[2],Clean,50,4,A,200,-0.008368802225627183,-0.008368802225627183,0.94,0.10240774819925745,0.10116110181122738,0.10206522444275942,-9.041226315320422e-4
10,NG (Gaussian copula),rho,Clean,50,4,A,200,NA,NA,NA,NA,0.05602096559523109,0.06285106822686096,-0.006830102631629864
11,NC (Clayton copula),mu[1],Clean,100,4,A,200,2.0280552373983706e-4,2.0280552373983706e-4,0.95,0.10383959475688062,0.0990609735862942,0.1038393967104621,-0.004778423124167902
11,NC (Clayton copula),mu[2],Clean,100,4,A,200,-0.0035242851441166525,-0.0035242851441166525,0.955,0.10396274520066986,0.0991015226558011,0.10390299227588377,-0.004801469620082668
11,NC (Clayton copula),phi11,Clean,100,4,A,200,-0.016365020058175653,-0.04091255014543913,0.97,0.11421483696029598,0.12959395775958668,0.11303634415692371,0.016557613602662974
11,NC (Clayton copula),phi12,Clean,100,4,A,200,-0.012513422824727533,-0.12513422824727533,0.97,0.11744081530526664,0.1283962411351081,0.11677225419069094,0.011623986944417172
11,NC (Clayton copula),phi21,Clean,100,4,A,200,0.001975975266332198,0.019759752663321986,0.98,0.11362889284985332,0.1296600406787461,0.11361171071694279,0.016048329961803304
11,NC (Clayton copula),phi22,Clean,100,4,A,200,-0.02870929331426184,-0.07177323328565459,0.955,0.11453408422153986,0.12867069815907106,0.11087755826073402,0.017793139898337043
11,NC (Clayton copula),sigma[1],Clean,100,4,A,200,0.0014550558081065114,0.0014550558081065114,0.975,0.05725646576948948,0.064261956111172,0.05723797415185146,0.007023981959320538
11,NC (Clayton copula),sigma[2],Clean,100,4,A,200,0.001010407049824191,0.001010407049824191,0.955,0.05990368700614495,0.06415057247892915,0.05989516503461565,0.0042554074443134984
11,NC (Clayton copula),theta,Clean,100,4,A,200,-0.0422769594007102,-0.01056923985017755,0.94,0.6521125749963779,0.6382788053694952,0.6507407080951961,-0.012461902725700913
11,NG (Gaussian copula),mu[1],Clean,100,4,A,200,-0.012387556955802565,-0.012387556955802565,0.95,0.11330982485224184,0.10212078746477095,0.11263065675344555,-0.010509869288674603
11,NG (Gaussian copula),mu[2],Clean,100,4,A,200,-0.012217067243563593,-0.012217067243563593,0.94,0.113059735653334,0.10256014397413653,0.11239771836637971,-0.009837574392243184
11,NG (Gaussian copula),phi11,Clean,100,4,A,200,-0.03188455205956995,-0.07971138014892487,0.97,0.12892714745163034,0.1503883415809119,0.12492231461982686,0.025466026961085048
11,NG (Gaussian copula),phi12,Clean,100,4,A,200,-0.01150918019763669,-0.11509180197636691,0.97,0.1358035361308562,0.14944776733699358,0.13531496294506046,0.014132804391933124
11,NG (Gaussian copula),phi21,Clean,100,4,A,200,0.015396378682171271,0.15396378682171272,0.97,0.13813184515031468,0.1510337516336929,0.13727111192128408,0.01376263971240882
11,NG (Gaussian copula),phi22,Clean,100,4,A,200,-0.05027743106304114,-0.12569357765760283,0.955,0.13764594118735188,0.14974145149331491,0.1281350266361742,0.021606424857140705
11,NG (Gaussian copula),sigma[1],Clean,100,4,A,200,-7.668736935981664e-4,-7.668736935981664e-4,0.965,0.0661268049517718,0.07128480688651617,0.06612235807854812,0.005162448807968054
11,NG (Gaussian copula),sigma[2],Clean,100,4,A,200,0.003622148524981905,0.003622148524981905,0.97,0.06868355653162915,0.07156779381496382,0.06858797983536524,0.0029798139795985806
11,NG (Gaussian copula),rho,Clean,100,4,A,200,NA,NA,NA,NA,0.034604613326000185,0.04353484121871069,-0.008930227892710509
12,NC (Clayton copula),mu[1],Clean,200,4,A,200,9.195357733083344e-4,9.195357733083344e-4,0.96,0.06524266939411096,0.0692328294353687,0.06523618906428294,0.003996640371085755
12,NC (Clayton copula),mu[2],Clean,200,4,A,200,0.003322577869242174,0.003322577869242174,0.965,0.06372914691700202,0.06932116327955602,0.06364247514884733,0.005678688130708695
12,NC (Clayton copula),phi11,Clean,200,4,A,200,-0.00792581134266962,-0.019814528356674046,0.965,0.0926172090595266,0.0932900998487917,0.092277456231392,0.0010126436173997083
12,NC (Clayton copula),phi12,Clean,200,4,A,200,-0.007294749520906345,-0.07294749520906345,0.96,0.0850688516137514,0.0934042912161781,0.08475550804702718,0.008648783169150923
12,NC (Clayton copula),phi21,Clean,200,4,A,200,-0.002391418304814814,-0.023914183048148137,0.97,0.08901513366113133,0.09334180309188934,0.08898300477731953,0.004358798314569812
12,NC (Clayton copula),phi22,Clean,200,4,A,200,-0.014088890553352107,-0.03522222638338027,0.945,0.08454400738756797,0.09360610778838563,0.08336181588788007,0.010244291900505562
12,NC (Clayton copula),sigma[1],Clean,200,4,A,200,-0.004080611443502373,-0.004080611443502373,0.97,0.04234503129793221,0.044862350617736406,0.042147957078250135,0.0027143935394862706
12,NC (Clayton copula),sigma[2],Clean,200,4,A,200,-0.0028299052172238567,-0.0028299052172238567,0.975,0.04085852684137381,0.04496737702651783,0.04076040789919543,0.0042069691273224005
12,NC (Clayton copula),theta,Clean,200,4,A,200,-0.02173907309778619,-0.005434768274446548,0.94,0.44433542405713716,0.4500750247010319,0.44380331428785547,0.006271710413176423
12,NG (Gaussian copula),mu[1],Clean,200,4,A,200,-0.0018872313475508011,-0.0018872313475508011,0.96,0.06906584187058584,0.07139027118630256,0.06904005265882689,0.0023502185274756754
12,NG (Gaussian copula),mu[2],Clean,200,4,A,200,-0.001277893599468186,-0.001277893599468186,0.965,0.0652737250793186,0.07107528147698364,0.06526121492646994,0.005814066550513697
12,NG (Gaussian copula),phi11,Clean,200,4,A,200,-0.015935836131446193,-0.039839590328615476,0.94,0.11435157091123954,0.11225091228810158,0.11323573153673684,-9.84819248635263e-4
12,NG (Gaussian copula),phi12,Clean,200,4,A,200,-0.008107522134113202,-0.08107522134113201,0.955,0.11052910169519961,0.1126500613900268,0.1102313494718841,0.0024187119181427047
12,NG (Gaussian copula),phi21,Clean,200,4,A,200,-0.004774644654291406,-0.04774644654291406,0.95,0.10287198766456179,0.11184725014979723,0.10276112404252398,0.009086126107273246
12,NG (Gaussian copula),phi22,Clean,200,4,A,200,-0.017669874460502142,-0.04417468615125535,0.96,0.10216916973330485,0.11203350598320193,0.10062959197245586,0.011403914010746072
12,NG (Gaussian copula),sigma[1],Clean,200,4,A,200,-1.3406666090007155e-4,-1.3406666090007155e-4,0.97,0.046167767125145795,0.05020945148570529,0.046167572466528146,0.004041879019177144
12,NG (Gaussian copula),sigma[2],Clean,200,4,A,200,-0.004411091193269329,-0.004411091193269329,0.965,0.04744610844231166,0.04997195958466611,0.04724061262096692,0.0027313469636991924
12,NG (Gaussian copula),rho,Clean,200,4,A,200,NA,NA,NA,NA,0.023160225020074404,0.027245472953054305,-0.004085247932979902
13,NC (Clayton copula),mu[1],Clean,50,8,A,200,0.042827977440600774,0.042827977440600774,0.97,0.1446100202271577,0.13621560898996496,0.13812249019781805,-0.001906881207853095
13,NC (Clayton copula),mu[2],Clean,50,8,A,200,0.04198259988606112,0.04198259988606112,0.93,0.15052251954651868,0.1362168952075974,0.1445492656412996,-0.008332370433702219
13,NC (Clayton copula),phi11,Clean,50,8,A,200,-0.028901216762454857,-0.07225304190613713,1,0.1416522973138803,0.19363704903936638,0.13867261086440083,0.054964438174965546
13,NC (Clayton copula),phi12,Clean,50,8,A,200,-0.028533942591546384,-0.28533942591546385,0.99,0.14987350823689008,0.19305225662645936,0.1471321942724144,0.04592006235404497
13,NC (Clayton copula),phi21,Clean,50,8,A,200,-0.0048971218095080656,-0.04897121809508063,1,0.14566411064781534,0.19310850193748832,0.14558176853164626,0.04752673340584207
13,NC (Clayton copula),phi22,Clean,50,8,A,200,-0.05412397835894829,-0.13530994589737072,0.99,0.15751363997009488,0.1930116886823045,0.1479227560020052,0.045088932680299315
13,NC (Clayton copula),sigma[1],Clean,50,8,A,200,-0.01796549620674773,-0.01796549620674773,0.94,0.09349820849453207,0.08827290741698238,0.09175595859524503,-0.0034830511782626555
13,NC (Clayton copula),sigma[2],Clean,50,8,A,200,-0.01722929469178938,-0.01722929469178938,0.925,0.09426194802746045,0.08822864900490765,0.09267397828061086,-0.004445329275703208
13,NC (Clayton copula),theta,Clean,50,8,A,200,-0.5052025243807934,-0.06315031554759916,0.925,1.6741838604449113,1.588760615143418,1.5961397206803356,-0.007379105536917674
13,NG (Gaussian copula),mu[1],Clean,50,8,A,200,0.018421118360645847,0.018421118360645847,0.965,0.15390595244521682,0.14394958781924574,0.1527995569247909,-0.008849969105545169
13,NG (Gaussian copula),mu[2],Clean,50,8,A,200,0.013512590434038229,0.013512590434038229,0.94,0.15873459054199818,0.14343551027057228,0.15815840203510453,-0.014722891764532259
13,NG (Gaussian copula),phi11,Clean,50,8,A,200,-0.07597888484782239,-0.18994721211955598,0.995,0.17338911728628278,0.21667550716932515,0.1558556866161696,0.060819820553155546
13,NG (Gaussian copula),phi12,Clean,50,8,A,200,-0.015622931758660868,-0.15622931758660866,0.99,0.16548088737486719,0.2177238651157893,0.1647417618263132,0.05298210328947611
13,NG (Gaussian copula),phi21,Clean,50,8,A,200,-0.013720462265692611,-0.13720462265692612,1,0.16005901183688065,0.2166126164910869,0.15946985980245423,0.05714275668863267
13,NG (Gaussian copula),phi22,Clean,50,8,A,200,-0.07622759186559126,-0.19056897966397815,0.99,0.17494758431087826,0.216408810664087,0.15746749345367983,0.05894131721040716
13,NG (Gaussian copula),sigma[1],Clean,50,8,A,200,-0.01039872364694464,-0.01039872364694464,0.94,0.10019813044472133,0.10067503407903554,0.09965707145572694,0.0010179626233085964
13,NG (Gaussian copula),sigma[2],Clean,50,8,A,200,-0.01372859720697106,-0.01372859720697106,0.935,0.10255349002614714,0.10031206387641323,0.10163042819584993,-0.0013183643194367017
13,NG (Gaussian copula),rho,Clean,50,8,A,200,NA,NA,NA,NA,0.029024191317436457,0.04057457888712002,-0.011550387569683566
14,NC (Clayton copula),mu[1],Clean,100,8,A,200,0.02058545226013055,0.02058545226013055,0.96,0.0962034894587823,0.09693690737758179,0.09397526557180842,0.0029616418057733657
14,NC (Clayton copula),mu[2],Clean,100,8,A,200,0.022096157324612974,0.022096157324612974,0.945,0.09964479615463775,0.09702551186929383,0.09716401202186571,-1.3850015257188542e-4
14,NC (Clayton copula),phi11,Clean,100,8,A,200,-0.019635747430416035,-0.049089368576040085,0.98,0.12953779582379946,0.15524721266772543,0.12804092302751205,0.027206289640213377
14,NC (Clayton copula),phi12,Clean,100,8,A,200,-0.00560529647410356,-0.05605296474103561,0.985,0.12808896957935828,0.15535754619745884,0.12796626422358032,0.027391281973878523
14,NC (Clayton copula),phi21,Clean,100,8,A,200,-0.011794187277216747,-0.11794187277216747,0.97,0.12756680946083185,0.15489593758314746,0.12702042364315322,0.02787551393999424
14,NC (Clayton copula),phi22,Clean,100,8,A,200,-0.014092044922655185,-0.03523011230663796,0.985,0.12699805843929024,0.15510291082239946,0.12621379131159657,0.02888911951080289
14,NC (Clayton copula),sigma[1],Clean,100,8,A,200,-0.005091619397847887,-0.005091619397847887,0.945,0.06086620730499138,0.0625764162463824,0.06065286970623603,0.0019235465401463633
14,NC (Clayton copula),sigma[2],Clean,100,8,A,200,-0.00427035009320745,-0.00427035009320745,0.935,0.059152198435405826,0.06268544696257922,0.058997853264530484,0.003687593698048733
14,NC (Clayton copula),theta,Clean,100,8,A,200,-0.26075785301223764,-0.032594731626529705,0.94,1.1173079096193395,1.140858227590456,1.086454005924957,0.054404221665498964
14,NG (Gaussian copula),mu[1],Clean,100,8,A,200,0.006124241826285684,0.006124241826285684,0.96,0.09961890617073976,0.10124237934968738,0.09943047887196273,0.0018119004777246567
14,NG (Gaussian copula),mu[2],Clean,100,8,A,200,0.006417979082261806,0.006417979082261806,0.945,0.1032603338013587,0.1012027911263292,0.10306069125164875,-0.001857900125319556
14,NG (Gaussian copula),phi11,Clean,100,8,A,200,-0.04409160082167841,-0.11022900205419602,0.985,0.14545238147103634,0.1802249384201618,0.13860853513610785,0.04161640328405394
14,NG (Gaussian copula),phi12,Clean,100,8,A,200,0.008727093809390943,0.08727093809390943,0.99,0.14318657429145445,0.18070085980588257,0.1429203725539655,0.03778048725191707
14,NG (Gaussian copula),phi21,Clean,100,8,A,200,-0.014068763922283352,-0.1406876392228335,0.98,0.1405986872476899,0.18049119994296306,0.13989303319848626,0.040598166744476805
14,NG (Gaussian copula),phi22,Clean,100,8,A,200,-0.02552239842615383,-0.06380599606538456,0.98,0.1408700444964516,0.18043382514061165,0.13853871882982358,0.04189510631078808
14,NG (Gaussian copula),sigma[1],Clean,100,8,A,200,-0.004303405271760879,-0.004303405271760879,0.945,0.07176435729864826,0.0710827165072102,0.07163521258120918,-5.52496073998987e-4
14,NG (Gaussian copula),sigma[2],Clean,100,8,A,200,-0.0044191222980477915,-0.0044191222980477915,0.94,0.06963813598467729,0.07106100628370797,0.06949777940003049,0.0015632268836774793
14,NG (Gaussian copula),rho,Clean,100,8,A,200,NA,NA,NA,NA,0.017967717347146556,0.02415054602722756,-0.006182828680081003
15,NC (Clayton copula),mu[1],Clean,200,8,A,200,0.011589000154036206,0.011589000154036206,0.96,0.06551102785916675,0.06830964797278656,0.06447782445612034,0.003831823516666222
15,NC (Clayton copula),mu[2],Clean,200,8,A,200,0.011813847689488495,0.011813847689488495,0.955,0.06617161125555936,0.06830513383737878,0.0651084874569087,0.0031966463804700834
15,NC (Clayton copula),phi11,Clean,200,8,A,200,-0.015319012037813764,-0.038297530094534404,0.99,0.09987433753130782,0.11835016478023364,0.09869250816299543,0.0196576566172382
15,NC (Clayton copula),phi12,Clean,200,8,A,200,0.004284229350717234,0.04284229350717233,0.975,0.10054277507331365,0.11824941337184493,0.10045145592928652,0.01779795744255841
15,NC (Clayton copula),phi21,Clean,200,8,A,200,-0.012163807437234397,-0.12163807437234396,0.99,0.09713742844434217,0.1183319291120154,0.09637282704896426,0.021959102063051142
15,NC (Clayton copula),phi22,Clean,200,8,A,200,0.0012999240488162376,0.0032498101220405956,0.985,0.10056260789991792,0.11838604913976547,0.10055420580512753,0.017831843334637942
15,NC (Clayton copula),sigma[1],Clean,200,8,A,200,-0.004500303701157546,-0.004500303701157546,0.935,0.04296721254356693,0.04369195776184717,0.04273088602359426,9.61071738252911e-4
15,NC (Clayton copula),sigma[2],Clean,200,8,A,200,-0.004492654563208683,-0.004492654563208683,0.96,0.042087171092790275,0.04367090661982081,0.04184669671036749,0.0018242099094533185
15,NC (Clayton copula),theta,Clean,200,8,A,200,-0.16274633280868486,-0.020343291601085608,0.955,0.7970465206195172,0.8091444784958972,0.7802543093049876,0.028890169190909587
15,NG (Gaussian copula),mu[1],Clean,200,8,A,200,0.0013821002943716436,0.0013821002943716436,0.955,0.06685776922824699,0.07086150162441035,0.06684348214264295,0.004018019481767401
15,NG (Gaussian copula),mu[2],Clean,200,8,A,200,0.0019386351711492306,0.0019386351711492306,0.94,0.07196797509122334,0.07096006608736284,0.07194185938939948,-9.817933020366404e-4
15,NG (Gaussian copula),phi11,Clean,200,8,A,200,-0.021769050620679093,-0.05442262655169773,0.985,0.11128562273195147,0.14404088101213985,0.10913568738919706,0.034905193622942796
15,NG (Gaussian copula),phi12,Clean,200,8,A,200,0.005463198637447808,0.05463198637447807,0.97,0.11382966716735755,0.14414653305823105,0.11369848982321264,0.030448043235018415
15,NG (Gaussian copula),phi21,Clean,200,8,A,200,-0.0011010240053395497,-0.011010240053395485,0.99,0.11313891205493885,0.14424334283786533,0.11313355455882597,0.03110978827903936
15,NG (Gaussian copula),phi22,Clean,200,8,A,200,-0.01788178585301217,-0.04470446463253042,0.975,0.11524735315654501,0.14410714253695867,0.11385163215473205,0.03025551038222661
15,NG (Gaussian copula),sigma[1],Clean,200,8,A,200,-0.006197017302168516,-0.006197017302168516,0.95,0.04914789712059242,0.04996123890690801,0.048755643447020165,0.0012055954598878468
15,NG (Gaussian copula),sigma[2],Clean,200,8,A,200,-0.005117833548252567,-0.005117833548252567,0.95,0.04761296630358053,0.05000280349075162,0.04733711376920096,0.0026656897215506584
15,NG (Gaussian copula),rho,Clean,200,8,A,200,NA,NA,NA,NA,0.01199105757611475,0.015814619381956954,-0.0038235618058422034
